system:index,bands_value,label,latitude,longitude,system:time_start,.geo
0_2020_01,"{B2=692.0, B3=812.0, B4=818.0, B5=1111.0, B6=1691.0, B7=1911.0, B8=2092.0, B8A=2020.0, B11=1536.0, B12=1035.0, VV=-10.370881331961982, VH=-15.15644271131885}",1,31.630741645858162,121.81323960815489,2020-01-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_02,"{B2=442.0, B3=680.5, B4=799.0, B5=1108.0, B6=1458.0, B7=1588.5, B8=1764.0, B8A=1767.5, B11=1754.0, B12=1200.5, VV=-11.064945825746733, VH=-14.60777668707154}",1,31.630741645858162,121.81323960815489,2020-02-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_03,"{B2=717.0, B3=882.0, B4=985.0, B5=1181.0, B6=1393.0, B7=1502.0, B8=1616.0, B8A=1622.0, B11=1763.0, B12=1408.0, VV=-8.642173206973936, VH=-14.00916775740496}",1,31.630741645858162,121.81323960815489,2020-03-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_04,"{B2=754.0, B3=893.5, B4=838.0, B5=1120.5, B6=1500.5, B7=1712.0, B8=1874.0, B8A=1854.0, B11=1644.0, B12=1177.0, VV=-11.560677895509446, VH=-15.727354351969732}",1,31.630741645858162,121.81323960815489,2020-04-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_05,"{B2=708.0, B3=856.5, B4=771.0, B5=1058.0, B6=1953.0, B7=2255.5, B8=2292.0, B8A=2361.0, B11=1479.5, B12=883.0, VV=-11.96105994117065, VH=-14.324673938948152}",1,31.630741645858162,121.81323960815489,2020-05-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_06,"{B2=619.0, B3=810.0, B4=558.0, B5=979.0, B6=2711.0, B7=3498.0, B8=3338.0, B8A=3616.0, B11=1352.0, B12=625.0, VV=-13.759510734602012, VH=-17.77525110202416}",1,31.630741645858162,121.81323960815489,2020-06-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_07,"{B2=830.0, B3=1116.0, B4=819.0, B5=1427.0, B6=3576.0, B7=4442.0, B8=4140.0, B8A=4719.0, B11=1978.0, B12=923.0, VV=-10.142831252325374, VH=-13.77009048063298}",1,31.630741645858162,121.81323960815489,2020-07-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_08,"{B2=568.0, B3=910.0, B4=641.0, B5=1236.0, B6=3261.0, B7=4029.0, B8=3730.0, B8A=4234.0, B11=1773.0, B12=825.0, VV=-10.404280563971056, VH=-15.82722575607058}",1,31.630741645858162,121.81323960815489,2020-08-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_09,"{B2=433.0, B3=665.0, B4=498.0, B5=932.0, B6=2345.0, B7=2711.0, B8=2698.0, B8A=2854.0, B11=1309.0, B12=685.0, VV=-10.674241991862592, VH=-15.91486514464352}",1,31.630741645858162,121.81323960815489,2020-09-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_10,"{B2=443.0, B3=640.0, B4=486.0, B5=890.5, B6=2371.0, B7=2932.0, B8=3090.0, B8A=3106.5, B11=1237.5, B12=605.5, VV=-12.299669954912392, VH=-15.483038622572018}",1,31.630741645858162,121.81323960815489,2020-10-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_11,"{B2=438.0, B3=629.0, B4=479.0, B5=889.0, B6=2282.0, B7=2865.0, B8=3016.0, B8A=3090.0, B11=1305.0, B12=652.0, VV=-12.065551105162093, VH=-16.77639270554485}",1,31.630741645858162,121.81323960815489,2020-11-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_12,"{B2=351.0, B3=556.0, B4=453.0, B5=843.0, B6=2196.0, B7=2551.0, B8=2858.0, B8A=2774.0, B11=1233.0, B12=620.0, VV=-12.005249853132923, VH=-17.66924515083671}",1,31.630741645858162,121.81323960815489,2020-12-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_01,"{B2=503.5, B3=705.5, B4=1084.0, B5=1375.5, B6=1680.5, B7=1910.5, B8=2267.0, B8A=2235.0, B11=1654.0, B12=999.5, VV=-10.023852139108872, VH=-14.966327158844573}",1,31.630741645858162,121.81323960815489,2021-01-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_02,"{B2=520.0, B3=773.0, B4=1124.0, B5=1364.0, B6=1503.0, B7=1616.0, B8=1802.0, B8A=1842.0, B11=1669.0, B12=1112.0, VV=-8.680269765282596, VH=-14.664188908335552}",1,31.630741645858162,121.81323960815489,2021-02-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
