system:index,bands_value,label,latitude,longitude,system:time_start,.geo
0_2020_01,"{B2=1480.0, B3=1718.0, B4=1841.0, B5=2002.0, B6=1796.5, B7=1743.0, B8=1589.0, B8A=1555.5, B11=171.0, B12=133.0, VV=-19.89022184857339, VH=-28.915827872652905}",2,38.78415718171439,117.59000009485581,2020-01-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_02,"{B2=1290.0, B3=1422.0, B4=1557.0, B5=1614.0, B6=1329.0, B7=1295.0, B8=1249.0, B8A=1061.0, B11=214.5, B12=119.5, VV=-17.27950108293232, VH=-27.149641097707892}",2,38.78415718171439,117.59000009485581,2020-02-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_03,"{B2=860.5, B3=1071.5, B4=1197.0, B5=1319.5, B6=1300.0, B7=1381.0, B8=1463.0, B8A=1390.0, B11=636.0, B12=414.5, VV=-14.537536893938034, VH=-26.364936497404532}",2,38.78415718171439,117.59000009485581,2020-03-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_04,"{B2=835.5, B3=1069.0, B4=1207.0, B5=1275.0, B6=1235.5, B7=1288.0, B8=1332.0, B8A=1293.0, B11=808.0, B12=516.5, VV=-17.385474174685356, VH=-27.188856728945744}",2,38.78415718171439,117.59000009485581,2020-04-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_05,"{B2=917.0, B3=1113.0, B4=1274.0, B5=1385.5, B6=1330.0, B7=1380.0, B8=1365.0, B8A=1388.5, B11=897.5, B12=634.0, VV=-17.167650407829242, VH=-23.55991753140334}",2,38.78415718171439,117.59000009485581,2020-05-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_06,"{B2=1246.0, B3=1428.0, B4=1516.0, B5=1640.5, B6=1555.5, B7=1647.0, B8=1590.0, B8A=1649.0, B11=875.5, B12=564.5, VV=-16.837245245683356, VH=-24.665297988891787}",2,38.78415718171439,117.59000009485581,2020-06-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_07,"{B2=1352.0, B3=1540.0, B4=1538.0, B5=1655.5, B6=1555.5, B7=1626.0, B8=1498.0, B8A=1535.5, B11=1093.0, B12=743.0, VV=-17.0385140182761, VH=-25.683722117394122}",2,38.78415718171439,117.59000009485581,2020-07-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_08,"{B2=1342.0, B3=1470.0, B4=1450.0, B5=1626.0, B6=1623.0, B7=1697.0, B8=1452.0, B8A=1663.0, B11=769.0, B12=462.0, VV=-14.634576880580212, VH=-24.623953049686364}",2,38.78415718171439,117.59000009485581,2020-08-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_09,"{B2=783.0, B3=1029.5, B4=1087.0, B5=1322.5, B6=1371.5, B7=1474.5, B8=1533.0, B8A=1512.0, B11=1091.0, B12=702.0, VV=-14.221864803108813, VH=-24.775576693277472}",2,38.78415718171439,117.59000009485581,2020-09-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_10,"{B2=1094.0, B3=1300.0, B4=1144.0, B5=1271.0, B6=1354.0, B7=1444.0, B8=1600.0, B8A=1495.0, B11=636.0, B12=400.0, VV=-11.525453105127632, VH=-22.7390667296905}",2,38.78415718171439,117.59000009485581,2020-10-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
