system:index,bands_value,label,latitude,longitude,system:time_start,.geo
0_2020_01,"{B2=846.0, B3=1200.0, B4=1042.0, B5=1029.0, B6=470.0, B7=442.0, B8=426.0, B8A=234.0, B11=87.0, B12=60.0, VV=-12.806703306608082, VH=-24.263332662890505}",2,29.542859366656007,121.82336785297444,2020-01-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_02,"{B2=756.0, B3=1000.5, B4=851.5, B5=691.5, B6=284.5, B7=282.5, B8=239.0, B8A=187.5, B11=77.0, B12=56.5, VV=-15.900176503082154, VH=-26.914281825600092}",2,29.542859366656007,121.82336785297444,2020-02-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_03,"{B2=951.0, B3=1202.0, B4=1244.0, B5=1447.0, B6=1406.0, B7=1493.0, B8=1544.0, B8A=1488.0, B11=1086.0, B12=706.0, VV=-13.999025882402286, VH=-26.725607002914803}",2,29.542859366656007,121.82336785297444,2020-03-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_04,"{B2=961.0, B3=1153.0, B4=935.5, B5=835.0, B6=476.0, B7=469.5, B8=428.5, B8A=386.5, B11=239.5, B12=184.5, VV=-12.006847681735307, VH=-24.932858359741168}",2,29.542859366656007,121.82336785297444,2020-04-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_05,"{B2=2016.0, B3=2010.0, B4=1668.0, B5=1609.0, B6=1390.0, B7=1426.0, B8=1244.0, B8A=1240.0, B11=550.0, B12=357.0, VV=-12.376343889537235, VH=-24.628147847843017}",2,29.542859366656007,121.82336785297444,2020-05-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_06,"{B2=1535.2459016393443, B3=1644.0983606557377, B4=1590.7540983606557, B5=1613.5737704918033, B6=1483.5081967213114, B7=1535.7704918032787, B8=1391.377049180328, B8A=1458.5245901639344, B11=1136.4590163934427, B12=810.311475409836, VV=-13.868383715069188, VH=-25.58477598063518}",2,29.542859366656007,121.82336785297444,2020-06-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_07,"{B2=1070.0, B3=1290.0, B4=1516.0, B5=1618.0, B6=1574.0, B7=1642.0, B8=1534.0, B8A=1670.0, B11=1704.0, B12=1249.0, VV=-12.409290839294204, VH=-24.0177379051466}",2,29.542859366656007,121.82336785297444,2020-07-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_08,"{B2=888.0, B3=1088.0, B4=926.0, B5=816.0, B6=334.0, B7=381.0, B8=293.0, B8A=254.0, B11=92.0, B12=76.0, VV=-10.558283365817637, VH=-22.27562533791716}",2,29.542859366656007,121.82336785297444,2020-08-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_09,"{B2=850.0, B3=1072.0, B4=874.0, B5=754.0, B6=379.0, B7=394.0, B8=328.0, B8A=277.0, B11=155.0, B12=120.0, VV=-13.896064315173744, VH=-25.075420340157134}",2,29.542859366656007,121.82336785297444,2020-09-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_10,"{B2=899.5, B3=970.5, B4=834.5, B5=834.5, B6=709.0, B7=772.0, B8=767.5, B8A=751.5, B11=585.0, B12=412.5, VV=-10.830718626844657, VH=-23.592419278782767}",2,29.542859366656007,121.82336785297444,2020-10-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_11,"{B2=692.0, B3=840.5, B4=693.0, B5=615.5, B6=411.5, B7=415.0, B8=408.0, B8A=367.0, B11=201.5, B12=146.0, VV=-9.449323951218286, VH=-23.1205205660174}",2,29.542859366656007,121.82336785297444,2020-11-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020_12,"{B2=816.0, B3=1062.0, B4=1011.0, B5=850.0, B6=404.0, B7=393.0, B8=375.0, B8A=285.0, B11=171.0, B12=181.0, VV=-10.325106993420892, VH=-21.880401827145338}",2,29.542859366656007,121.82336785297444,2020-12-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_01,"{B2=714.5, B3=1023.0, B4=813.5, B5=668.5, B6=254.5, B7=241.5, B8=225.0, B8A=159.0, B11=80.0, B12=83.0, VV=-9.407540782291946, VH=-27.047840054576625}",2,29.542859366656007,121.82336785297444,2021-01-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_02,"{B2=767.0, B3=1005.0, B4=1070.0, B5=1342.0, B6=1407.0, B7=1480.0, B8=1554.0, B8A=1490.0, B11=1225.0, B12=830.0, VV=-14.509366894382548, VH=-26.426333523685088}",2,29.542859366656007,121.82336785297444,2021-02-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_03,"{B2=794.5254237288135, B3=1051.9830508474577, B4=1073.7966101694915, B5=1344.8474576271187, B6=1430.2542372881355, B7=1489.4915254237287, B8=1535.0169491525423, B8A=1498.0677966101696, B11=1110.6271186440679, B12=739.3559322033898, VV=-13.408742427589637, VH=-24.93233778616581}",2,29.542859366656007,121.82336785297444,2021-03-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_04,"{B2=825.0, B3=1104.0, B4=1078.0, B5=1348.0, B6=1456.0, B7=1500.0, B8=1514.0, B8A=1507.0, B11=984.0, B12=639.0, VV=-12.981768353181256, VH=-24.615470466744945}",2,29.542859366656007,121.82336785297444,2021-04-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_05,"{B2=781.0, B3=1090.0, B4=1088.0, B5=1030.0, B6=528.0, B7=535.0, B8=447.0, B8A=360.0, B11=139.0, B12=94.0, VV=-12.436775632601726, VH=-25.12523086910358}",2,29.542859366656007,121.82336785297444,2021-05-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_06,"{B2=899.9180327868853, B3=1191.1311475409836, B4=1195.7377049180327, B5=1167.9754098360656, B6=663.688524590164, B7=685.172131147541, B8=565.6639344262295, B8A=485.5245901639344, B11=198.71311475409837, B12=156.25409836065575, VV=-10.130081790854735, VH=-23.97646554567985}",2,29.542859366656007,121.82336785297444,2021-06-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_07,"{B2=1015.0, B3=1289.0, B4=1300.0, B5=1301.5, B6=795.0, B7=830.5, B8=680.5, B8A=607.0, B11=256.5, B12=216.5, VV=-13.359262557829293, VH=-25.0902992442181}",2,29.542859366656007,121.82336785297444,2021-07-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_08,"{B2=1047.5, B3=1294.0, B4=1160.0, B5=1092.5, B6=629.5, B7=671.0, B8=545.5, B8A=499.0, B11=278.0, B12=248.0, VV=-13.76145584279826, VH=-24.73885725859059}",2,29.542859366656007,121.82336785297444,2021-08-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_09,"{B2=868.5, B3=1005.0, B4=860.5, B5=941.0, B6=854.0, B7=879.5, B8=880.5, B8A=879.0, B11=692.5, B12=448.5, VV=-11.540264030614498, VH=-27.186915014826646}",2,29.542859366656007,121.82336785297444,2021-09-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_10,"{B2=858.0, B3=1138.0, B4=1368.0, B5=1517.0, B6=1443.0, B7=1505.0, B8=1472.0, B8A=1546.0, B11=1323.0, B12=890.0, VV=-15.422484069570196, VH=-26.879506035056522}",2,29.542859366656007,121.82336785297444,2021-10-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_11,"{B2=894.5, B3=1181.0, B4=1336.0, B5=1441.0, B6=1354.0, B7=1383.5, B8=1372.0, B8A=1321.5, B11=926.0, B12=640.0, VV=-20.01000094666372, VH=-26.45731845782067}",2,29.542859366656007,121.82336785297444,2021-11-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2021_12,"{B2=853.0, B3=1133.0, B4=1133.0, B5=1391.5, B6=1439.5, B7=1482.0, B8=1591.0, B8A=1473.5, B11=841.5, B12=448.0, VV=-12.450976519695985, VH=-25.414634202511014}",2,29.542859366656007,121.82336785297444,2021-12-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_01,"{B2=705.0, B3=909.0, B4=648.0, B5=636.0, B6=213.0, B7=223.0, B8=214.0, B8A=141.0, B11=97.0, B12=67.0, VV=-12.325781110461673, VH=-24.903219390270692}",2,29.542859366656007,121.82336785297444,2022-01-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_02,"{B2=1023.0, B3=1268.0, B4=1146.0, B5=1215.0, B6=1045.5, B7=1092.5, B8=1154.0, B8A=1093.5, B11=874.0, B12=592.0, VV=-17.346160373092534, VH=-27.720196925030457}",2,29.542859366656007,121.82336785297444,2022-02-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_03,"{B2=582.0, B3=924.0, B4=1028.0, B5=1156.0, B6=882.0, B7=912.0, B8=944.0, B8A=705.0, B11=148.0, B12=111.0, VV=-12.864808989391467, VH=-26.19519958208985}",2,29.542859366656007,121.82336785297444,2022-03-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_04,"{B2=1376.0, B3=1624.0, B4=1794.0, B5=1977.0, B6=1875.0, B7=2014.0, B8=1894.0, B8A=2076.0, B11=1732.0, B12=1253.0, VV=-18.61293642705795, VH=-26.436565406997378}",2,29.542859366656007,121.82336785297444,2022-04-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_05,"{B2=908.0, B3=1074.0, B4=782.0, B5=593.0, B6=235.0, B7=236.0, B8=213.0, B8A=184.0, B11=76.0, B12=57.0, VV=-10.244916553632896, VH=-20.5253800895766}",2,29.542859366656007,121.82336785297444,2022-05-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_06,"{B2=960.0, B3=1244.0, B4=1068.0, B5=904.0, B6=386.0, B7=389.0, B8=331.0, B8A=298.0, B11=299.0, B12=277.0, VV=-12.308234177578935, VH=-26.35234797307692}",2,29.542859366656007,121.82336785297444,2022-06-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_07,"{B2=1132.0, B3=1302.0, B4=1468.0, B5=1635.0, B6=1535.0, B7=1654.0, B8=1566.0, B8A=1674.0, B11=1538.0, B12=1145.0, VV=-11.006443896915293, VH=-26.12922577072302}",2,29.542859366656007,121.82336785297444,2022-07-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_08,"{B2=987.0, B3=1233.0, B4=1403.0, B5=1556.5, B6=1516.5, B7=1577.5, B8=1530.0, B8A=1626.0, B11=1436.0, B12=1057.5, VV=-11.754771622463377, VH=-20.694468478091586}",2,29.542859366656007,121.82336785297444,2022-08-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_09,"{B2=1196.5, B3=1523.0, B4=1512.0, B5=1709.5, B6=1567.0, B7=1669.0, B8=1158.0, B8A=1664.0, B11=1416.0, B12=1150.5, VV=-13.078104955457466, VH=-26.170448112413652}",2,29.542859366656007,121.82336785297444,2022-09-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_10,"{B2=999.0, B3=1243.0, B4=1424.0, B5=1535.5, B6=1374.5, B7=1401.5, B8=1330.0, B8A=1310.5, B11=603.0, B12=353.0, VV=-14.64712237984454, VH=-24.795969383109053}",2,29.542859366656007,121.82336785297444,2022-10-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_11,"{B2=1667.0, B3=1710.0, B4=1526.0, B5=1458.5, B6=1169.5, B7=1224.5, B8=1452.5, B8A=1081.5, B11=754.0, B12=639.5, VV=-19.108056822376057, VH=-26.736445173042853}",2,29.542859366656007,121.82336785297444,2022-11-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022_12,"{B2=889.0, B3=1164.0, B4=1156.0, B5=1333.0, B6=1108.0, B7=1178.0, B8=1208.0, B8A=983.0, B11=154.0, B12=136.0, VV=-10.671175828042475, VH=-20.993898568141883}",2,29.542859366656007,121.82336785297444,2022-12-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2023_01,"{B2=604.5, B3=960.0, B4=873.0, B5=960.0, B6=518.5, B7=497.0, B8=478.0, B8A=360.5, B11=190.0, B12=154.5, VV=-10.749357331261727, VH=-24.520960231961002}",2,29.542859366656007,121.82336785297444,2023-01-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2023_02,"{B2=1142.0, B3=1078.0, B4=1172.0, B5=1074.0, B6=966.0, B7=913.0, B8=1034.0, B8A=836.0, B11=699.0, B12=516.0, VV=-9.617758991336594, VH=-20.00490120875773}",2,29.542859366656007,121.82336785297444,2023-02-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2023_03,"{B2=560.5, B3=799.5, B4=541.0, B5=474.5, B6=283.5, B7=282.0, B8=285.5, B8A=230.0, B11=127.0, B12=86.0, VV=-9.093728839551812, VH=-21.70270182537431}",2,29.542859366656007,121.82336785297444,2023-03-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2023_04,"{B2=861.5, B3=1086.0, B4=1007.5, B5=1059.0, B6=935.5, B7=971.0, B8=974.5, B8A=964.0, B11=622.5, B12=417.0, VV=-8.74936054420565, VH=-24.006118878863838}",2,29.542859366656007,121.82336785297444,2023-04-01T00:00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
